KEY,en,notes,sp,fr,de,it,pt-br
ABILITY_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Path of the Psychic""!",,¡Ahora todos los gatos pueden aprender Camino del ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Médiums&nbsp;» !,Alle Katzen können jetzt „Der Weg des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dello Psionico""!","Agora todos os gatos podem aprender o ""Caminho do Psíquico""!"
ABILITY_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Path of the Tinkerer""!",,¡Ahora todos los gatos pueden aprender Camino del manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Scientifiques&nbsp;» !,Alle Katzen können jetzt „Der Weg des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dell'Inventore""!","Agora todos os gatos podem aprender o ""Caminho do Artífice""!"
ABILITY_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Path of the Butcher""!",,¡Ahora todos los gatos pueden aprender Camino del carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Barbares&nbsp;» !,Alle Katzen können jetzt „Der Weg des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Macellaio""!","Agora todos os gatos podem aprender o ""Caminho do Açougueiro""!"
ABILITY_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Path of the Druid""!",,¡Ahora todos los gatos pueden aprender Camino del druida!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Druides&nbsp;» !,Alle Katzen können jetzt „Der Weg des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Druido""!","Agora todos os gatos podem aprender o ""Caminho do Druida""!"
ABILITY_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Path of the Monk""!",,¡Ahora todos los gatos pueden aprender Camino del monje!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Moines&nbsp;» !,Alle Katzen können jetzt „Der Weg des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Monaco""!","Agora todos os gatos podem aprender o ""Caminho do Monge""!"
ABILITY_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Path of the Void""!",,¡Ahora todos los gatos pueden aprender Camino del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Voie du vide&nbsp;» !,Alle Katzen können jetzt „Der Weg der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Vuoto""!","Agora todos os gatos podem aprender o ""Caminho do Vazio""!"
ABILITY_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Path of the Jester""!",,¡Ahora todos los gatos pueden aprender Camino del bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Jokers&nbsp;» !,Alle Katzen können jetzt „Der Weg des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Giullare""!","Agora todos os gatos podem aprender o ""Caminho do Curinga""!"
,,,,,,,
PASSIVE_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Fighter's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Pugiliste&nbsp;» !,Alle Katzen können jetzt „Seele des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Guerriero""!","Agora todos os gatos podem aprender a ""Alma de Lutador""!"
PASSIVE_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Hunter's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sentinelle&nbsp;» !,Alle Katzen können jetzt „Seele des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Cacciatore""!","Agora todos os gatos podem aprender a ""Alma de Caçador""!"
PASSIVE_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Mage's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de mago!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Mage&nbsp;» !,Alle Katzen können jetzt „Seele des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Mago""!","Agora todos os gatos podem aprender a ""Alma de Mago""!"
PASSIVE_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Cleric's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sage&nbsp;» !,Alle Katzen können jetzt „Seele des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Chierico""!","Agora todos os gatos podem aprender a ""Alma de Clérigo""!"
PASSIVE_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Thief's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Fourbe&nbsp;» !,Alle Katzen können jetzt „Seele des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Ladro""!","Agora todos os gatos podem aprender a ""Alma de Ladrão""!"
PASSIVE_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Tank's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Tank&nbsp;» !,Alle Katzen können jetzt „Seele des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Corazzato""!","Agora todos os gatos podem aprender a ""Alma de Tanque""!"
PASSIVE_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Necromancer's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Âme d'Occultiste&nbsp;» !,Alle Katzen können jetzt „Seele des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Necromante""!","Agora todos os gatos podem aprender a ""Alma de Necromante""!"
PASSIVE_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Psychic's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Médium&nbsp;» !,Alle Katzen können jetzt „Seele des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Anima dello Psionico""!","Agora todos os gatos podem aprender a ""Alma de Psíquico""!"
PASSIVE_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Tinkerer's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Scientifique&nbsp;» !,Alle Katzen können jetzt „Seele des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Anima dell'Inventore""!","Agora todos os gatos podem aprender a ""Alma de Artífice""!"
PASSIVE_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Butcher's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Barbare&nbsp;» !,Alle Katzen können jetzt „Seele des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Macellaio""!","Agora todos os gatos podem aprender a ""Alma de Açougueiro""!"
PASSIVE_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Druid's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de druida!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Druide&nbsp;» !,Alle Katzen können jetzt „Seele des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Druido""!","Agora todos os gatos podem aprender a ""Alma de Druida""!"
PASSIVE_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Monk's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de monje!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Moine&nbsp;» !,Alle Katzen können jetzt „Seele des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Monaco""!","Agora todos os gatos podem aprender a ""Alma de Monge""!"
PASSIVE_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Void Soul""!",,¡Ahora todos los gatos pueden aprender Alma del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Âme vide&nbsp;» !,Alle Katzen können jetzt „Seele der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Vuoto""!","Agora todos os gatos podem aprender a ""Alma de Vácuo""!"
PASSIVE_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Jester's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Joker&nbsp;» !,Alle Katzen können jetzt „Seele des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Giullare""!","Agora todos os gatos podem aprender a ""Alma de Curinga""!"
,,,,,,,
SONG_UNLOCK_ALLEY,"""Eatin' Rats"" is now in the radio playlist!",,¡Se ha añadido «Eatin' Rats» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mange-rats&nbsp;» à la radio !,„Eatin‘ Rats“ kann jetzt im Radio laufen!,"Ora ""Eatin' Rats"" è nella playlist della radio!","""Eatin' Rats"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_SEWERS,"""Flush"" is now in the radio playlist!",,¡Se ha añadido «Flush» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chasse&nbsp;» à la radio !,„Flush“ kann jetzt im Radio laufen!,"Ora ""Flush"" è nella playlist della radio!","""Flush"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_JUNKYARD,"""Chumbucket Kitty"" is now in the radio playlist!",,¡Se ha añadido «Chumbucket Kitty» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaton à la bouillie&nbsp;» à la radio !,„Chumbucket Kitty“ kann jetzt im Radio laufen!,"Ora ""Chumbucket Kitty"" è nella playlist della radio!","""Chumbucket Kitty"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CAVES,"""Crystalline Dreams"" is now in the radio playlist!",,¡Se ha añadido «Crystalline Dreams» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Rêves cristallins&nbsp;» à la radio !,„Crystalline Dreams“ kann jetzt im Radio laufen!,"Ora ""Crystalline Dreams"" è nella playlist della radio!","""Crystalline Dreams"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_BONEYARD,"""Them Kitty Bones"" is now in the radio playlist!",,¡Se ha añadido «Them Kitty Bones» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Os de chaton&nbsp;» à la radio !,„Them Kitty Bones“ kann jetzt im Radio laufen!,"Ora ""Them Kitty Bones"" è nella playlist della radio!","""Them Kitty Bones"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_MEATWORLD,"""Sweet Delicious"" is now in the radio playlist!",,¡Se ha añadido «Sweet Delicious» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Délicieux et juteux&nbsp;» à la radio !,„Sweet Delicious“ kann jetzt im Radio laufen!,"Ora ""Sweet Delicious"" è nella playlist della radio!","""Sweet Delicious"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_THROBBINGKING,"""Throbbing King"" is now in the radio playlist!",,¡Se ha añadido «Throbbing King» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Roi lancinant&nbsp;» à la radio !,„Throbbing King“ kann jetzt im Radio laufen!,"Ora ""Throbbing King"" è nella playlist della radio!","""Throbbing King"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_GUILLOTINA,"""Guillotina"" is now in the radio playlist!",,¡Se ha añadido «Guillotina» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Guillotina&nbsp;» à la radio !,„Guillotina“ kann jetzt im Radio laufen!,"Ora ""Guillotina"" è nella playlist della radio!","""Guillotina"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_DESERT,"""Lonesome Road"" is now in the radio playlist!",,¡Se ha añadido «Lonesome Road» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chemin solitaire&nbsp;» à la radio !,„Lonesome Road“ kann jetzt im Radio laufen!,"Ora ""Lonesome Road"" è nella playlist della radio!","""Lonesome Road"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CRATER,"""Feline Invader"" is now in the radio playlist!",,¡Se ha añadido «Feline Invader» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Invasion féline&nbsp;» à la radio !,„Feline Invader“ kann jetzt im Radio laufen!,"Ora ""Feline Invader"" è nella playlist della radio!","""Feline Invader"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_BUNKER,"""Alone in the Dark"" is now in the radio playlist!",,¡Se ha añadido «Alone in the Dark» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Solitaire dans le noir&nbsp;» à la radio !,„Alone in the Dark“ kann jetzt im Radio laufen!,"Ora ""Alone in the Dark"" è nella playlist della radio!","""Alone in the Dark"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_MOON,"""So High"" is now in the radio playlist!",,¡Se ha añadido «So High» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mauvais trip&nbsp;» à la radio !,„So High“ kann jetzt im Radio laufen!,"Ora ""So High"" è nella playlist della radio!","""So High"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CORE,"""Down with the Devil"" is now in the radio playlist!",,¡Se ha añadido «Down with the Devil» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Danser avec le diable&nbsp;» à la radio !,„Down with the Devil“ kann jetzt im Radio laufen!,"Ora ""Down with the Devil"" è nella playlist della radio!","""Down with the Devil"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_DIMENSIONX,"""Chaos"" is now in the radio playlist!",,¡Se ha añadido «Chaos» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaos&nbsp;» à la radio !,„Chaos“ kann jetzt im Radio laufen!,"Ora ""Chaos"" è nella playlist della radio!","""Chaos"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_SCRAMBLED,"""Scrambled"" is now in the radio playlist!",,¡Se ha añadido «Scrambled» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brouillage&nbsp;» à la radio !,„Scrambled“ kann jetzt im Radio laufen!,"Ora ""Scrambled"" è nella playlist della radio!","""Scrambled"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_KAIJUS,"""Brush Your Teeth"" is now in the radio playlist!",,¡Se ha añadido «Brush Your Teeth» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brosse-toi les dents&nbsp;» à la radio !,„Brush Your Teeth“ kann jetzt im Radio laufen!,"Ora ""Brush Your Teeth"" è nella playlist della radio!","""Brush Your Teeth"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_LAB,"""Endless Misery"" is now in the radio playlist!",,¡Se ha añadido «Endless Misery» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Misère éternelle&nbsp;» à la radio !,„Endless Misery“ kann jetzt im Radio laufen!,"Ora ""Endless Misery"" è nella playlist della radio!","""Endless Misery"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_FUTURE,"""Humanicide"" is now in the radio playlist!",,¡Se ha añadido «Humanicide» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Apocalypse&nbsp;» à la radio !,„Humanicide“ kann jetzt im Radio laufen!,"Ora ""Humanicide"" è nella playlist della radio!","""Humanicide"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_ICEAGE,"""Mom I Really Hate You"" is now in the radio playlist!",,¡Se ha añadido «Mom I Really Hate You» a la lista de la radio!,"Vous pouvez désormais écouter «&nbsp;Maman, je te déteste&nbsp;» à la radio !",„Mom I Really Hate You“ kann jetzt im Radio laufen!,"Ora ""Mom I Really Hate You"" è nella playlist della radio!","""Mom I Really Hate You"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_THEEND,"""We're Dead"" is now in the radio playlist!",,¡Se ha añadido «We're Dead» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;On va tous mourir&nbsp;» à la radio !,„We're Dead“ kann jetzt im Radio laufen!,"Ora ""We're Dead"" è nella playlist della radio!","""We're Dead"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_JURASSIC,"""Tuff"" is now in the radio playlist!",,¡Se ha añadido «Tuff» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Tuf&nbsp;» à la radio !,„Tuff“ kann jetzt im Radio laufen!,"Ora ""Tuff"" è nella playlist della radio!","""Tuff"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_THEINFINITE,"""Angel Wings"" is now in the radio playlist!",,¡Se ha añadido «Angel Wings» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Ailes angéliques&nbsp;» à la radio !,„Angel Wings“ kann jetzt im Radio laufen!,"Ora ""Angel Wings"" è nella playlist della radio!","""Angel Wings"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_FINALBOSS,"""Dig Your Own Grave"" is now in the radio playlist!",,¡Se ha añadido «Dig Your Own Grave» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Continue de creuser&nbsp;» à la radio !,„Dig Your Own Grave“ kann jetzt im Radio laufen!,"Ora ""Dig Your Own Grave"" è nella playlist della radio!","""Dig Your Own Grave"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_TERMINATOR,"""Taser Paws"" is now in the radio playlist!",,¡Se ha añadido «Taser Paws» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Pattaser&nbsp;» à la radio !,„Taser Paws“ kann jetzt im Radio laufen!,"Ora ""Taser Paws"" è nella playlist della radio!","""Taser Paws"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_HITLERIII,"""Crack of Doom"" is now in the radio playlist!",,¡Se ha añadido «Crack of Doom» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Début de la fin&nbsp;» à la radio !,„Crack of Doom“ kann jetzt im Radio laufen!,"Ora ""Crack of Doom"" è nella playlist della radio!","""Crack of Doom"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CHAOS_FORWARD,"""Crazy Days"" is now in the radio playlist!",,¡Se ha añadido «Crazy Days» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Période dingue&nbsp;» à la radio !,„Crazy Days“ kann jetzt im Radio laufen!,"Ora ""Crazy Days"" è nella playlist della radio!","""Crazy Days"" foi adicionada à lista de reprodução de rádio!"
SONG_UNLOCK_CHAOS_BACKWARD,"""Bolt of Lightning"" is now in the radio playlist!",,¡Se ha añadido «Bolt of Lightning» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Éclair&nbsp;» à la radio !,„Bolt of Lightning“ kann jetzt im Radio laufen!,"Ora ""Bolt of Lightning"" è nella playlist della radio!","""Bolt of Lightning"" foi adicionada à lista de reprodução de rádio!"
,,,,,,,
ITEM_UNLOCK_GENERIC,"""{item}"" has been unlocked!",,Se ha desbloqueado un objeto: ¡{item}!,«&nbsp;{item}&nbsp;» est maintenant disponible !,„{item}“ wurde freigeschaltet!,"Hai sbloccato ""{item}""!","Item desbloqueado: ""{item}""!"
,,,,,,,
CUTSCENE_GUILLOTINA_1,Guillotina is coming for you!,,¡Guillotina va a por ti!,Guillotina en a après vous !,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!
CUTSCENE_GUILLOTINA_1_REMATCH,Guillotina is coming for you!,,¡Guillotina va a por ti!,Guillotina en a après vous !,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!
CUTSCENE_GUILLOTINA_2,Guillotina is returning!,,¡Guillotina vuelve!,Guillotina est revenue !,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!
CUTSCENE_GUILLOTINA_2_REMATCH,Guillotina is returning!,,¡Guillotina vuelve!,Guillotina est revenue !,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!
CUTSCENE_GUILLOTINA_3,Guillotina is out for revenge!,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger !,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!
CUTSCENE_GUILLOTINA_3_REMATCH,Guillotina is out for revenge!,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger !,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!
CUTSCENE_PYROPHINA,Pyrophina is on the way!,,¡Pyrophina está en camino!,Pyrophina est en chemin !,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!
CUTSCENE_PYROPHINA_REMATCH,Pyrophina is on the way!,,¡Pyrophina está en camino!,Pyrophina est en chemin !,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!
CUTSCENE_ZARATANA,Zaratana is on the way!,,¡Zaratana está en camino!,Zaratana est en chemin !,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!
CUTSCENE_ZARATANA_REMATCH,Zaratana is on the way!,,¡Zaratana está en camino!,Zaratana est en chemin !,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!
CUTSCENE_KAIJUFIGHT,The kaijus are bringing the fight to you!,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre !,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!
CUTSCENE_KAIJUFIGHT_REMATCH,The kaijus are bringing the fight to you!,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre !,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!
CUTSCENE_TERMINATOR_1,The C-800 seeks you!,,¡El C-800 te busca!,C-800 vous cherche !,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!
CUTSCENE_TERMINATOR_1_REMATCH,The C-800 seeks you!,,¡El C-800 te busca!,C-800 vous cherche !,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!
CUTSCENE_TERMINATOR_2,The C-1000 is on the prowl!,,¡El C-1000 está al acecho!,C-1000 vous traque !,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!
CUTSCENE_TERMINATOR_2_REMATCH,The C-1000 is on the prowl!,,¡El C-1000 está al acecho!,C-1000 vous traque !,Der C-1000 geht auf Beutejagd!,Il C-1000 è in agguato!,G-1000 está à espreita!
CUTSCENE_TERMINATOR_3,Hitler is back!,,¡Hitler ha vuelto!,Hitler est de retour !,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!
CUTSCENE_TERMINATOR_3_REMATCH,Hitler is back!,,¡Hitler ha vuelto!,Hitler est de retour !,Hitler ist zurückgekehrt!,Hitler è tornato!,Hitler voltou!
,,,,,,,
//npc favor unlocks,,,,,,,
FAVOR_BEANIES_INTRO,A special job.,,Un encargo especial.,Un travail spécial.,Eine ganz besondere Aufgabe.,Un incarico speciale.,Um trabalho especial.
FAVOR_BEANIES_REPEAT,A side quest item.,,Un objeto de misión secundaria.,Un objet de quête secondaire.,Ein Gegenstand für eine Nebenquest.,Un oggetto per una missione secondaria.,Um item de missão secundária.
FAVOR_BUTCH_UPGRADE,Upgrade your item storage.,,Mejora tu almacén de objetos.,Une amélioration pour le rangement de vos objets.,Wertet deinen Lagerplatz auf.,Potenzia il deposito oggetti.,Aprimore seu armazenamento de itens.
FAVOR_TINK_BOW,It's a secret!,,¡Es un secreto!,C'est un secret !,Ein Geheimnis!,È un segreto!,É segredo!
FAVOR_TINK_TAGS,Something to help organize your cats.,,Algo para ayudarte a organizar los gatos.,Quelque chose pour mieux organiser vos chats.,"Etwas, das dir hilft, deine Katzen zu sortieren.",Qualcosa per aiutarti a organizzare i tuoi gatti.,Algo para ajudar você a organizar seus gatos.
FAVOR_TINK_BASESTATS,Information to help breed cats.,,Información para ayudarte a hacer que los gatos se apareen.,Des informations pour le croisement des chats.,Information über das Züchten von Katzen.,Informazioni per aiutarti ad allevare i gatti.,Informações para ajudar a cruzar gatos.
FAVOR_TINK_INBREEDING,A way to check a cat's ancestry.,,Una forma de comprobar la ascendencia de un gato.,Une manière d'en savoir plus sur la généalogie d'un chat.,"Eine Möglichkeit, die Abstammung deiner Katzen anzuzeigen.",Un modo per verificare la discendenza di un gatto.,Uma forma de conferir a árvore genealógica do seu gato.
FAVOR_TINK_AGRESSION,Information to help understand a cat's personality.,,Información para comprender mejor la personalidad de un gato.,Des informations pour comprendre la personnalité d'un chat.,Infos über die Persönlichkeit deiner Katzen.,Informazioni per aiutarti a capire la personalità di un gatto.,Informações para ajudar você a compreender a personalidade de um gato.
FAVOR_TINK_SEXUALITY,Gaydar.,,Gaydar.,Un gaydar.,Gaydar.,Gaydar.,Gaydar.
FAVOR_TINK_RELATIONSHIPS,Information to help understand a cat's relationships.,,Información para comprender mejor las relaciones de un gato.,Des informations pour comprendre les relations d'un chat.,Infos über die Beziehungen deiner Katzen.,Informazioni per aiutarti a capire le relazioni di un gatto.,Informações para ajudar você a compreender os relacionamentos de um gato.
FAVOR_TINK_MAX,25 coins,,25 monedas.,25&nbsp;pièces.,25&nbsp;Münzen,25 monete.,25 moedas.
FAVOR_FRANK_ATTIC,An attic.,,Un desván.,Un grenier.,Ein Dachboden.,Una soffitta.,Um sótão.
FAVOR_FRANK_ROOM,Another room for your house.,,Otra habitación para tu casa.,Une autre pièce dans votre maison.,Ein neues Zimmer für dein Haus.,Un'altra stanza per la tua casa.,Outro cômodo para a sua casa.
FAVOR_FRANK_PARASITE,A random parasite.,,Un parásito al azar.,Un parasite au hasard.,Ein zufälliger Parasit.,Un parassita casuale.,Um parasita aleatório.
FAVOR_JACK_UPGRADE,More furniture for sale.,,Más muebles a la venta.,Plus de meubles à vendre.,Mehr Möbel zum Verkauf.,Altri mobili in vendita.,Mais móveis à venda.
FAVOR_JACK_MAX,Increase the chance of rare furniture in the shop.,,Aumenta la probabilidad de que haya muebles inusuales en la tienda.,Augmentation de la probabilité de meubles rares dans la boutique.,Erhöht die Wahrscheinlichkeit für seltene Möbel im Shop.,Aumenta la probabilità di trovare mobili rari nel negozio.,Aumenta a chance de móveis raros na loja.
FAVOR_TRACY_FOOD,Stocks a food box.,,Pone a la venta una caja de comida.,Garde une boîte de nourriture.,Bietet eine Futterbox zum Verkauf an.,Contiene una scatola di cibo.,Armazena uma caixa de comida.
FAVOR_TRACY_COLLAR,Stocks a blank collar.,,Pone a la venta un collar en blanco.,Garde un collier vierge.,Bietet ein leeres Halsband zum Verkauf an.,Contiene un collare in bianco.,Armazena uma coleira vazia.
FAVOR_TRACY_IDOL,Stocks a special furniture idol.,,"Pone a la venta un ídolo, un mueble especial.",Garde une idole spéciale.,Bietet ein besonderes Idol zum Verkauf an.,Contiene un idolo d'arredamento speciale.,Armazena um ídolo de móvel especial.
FAVOR_TRACY_RARE,Stock a random rare item for cheap.,,Pone a la venta un objeto inusual barato al azar.,Garde un objet rare aléatoire pour pas cher.,Bietet einen zufälligen seltenen Gegenstand zum Sonderpreis an.,Contiene un oggetto raro casuale a basso prezzo.,Armazena um item raro aleatório de baixo custo.
FAVOR_GRINDER_UPGRADE,Recovers more stuff from lost runs.,,Recupera más cosas de las partidas perdidas.,Récupère plus d'objets des parties perdues.,Rettet mehr Gegenstände nach verlorenen Abenteuern.,Recupera più oggetti dalle partite fallite.,Recupera mais coisas de partidas perdidas.
FAVOR_GRINDER_SYRINGE,A random disorder syringe.,,Una jeringuilla que inflige un trastorno al azar.,Une seringue d'un trouble au hasard.,Eine Spritze mit einer zufälligen Krankheit.,Una siringa per un disturbo casuale.,Uma seringa com um transtorno aleatório.
